Rinkimai,Rinkimų rūšis,Rinkimų data,Apygardos Nr.,Apygardos pavadinimas,Kandidatų sąrašo Nr.,Kandidatų sąrašo pavadinimas,Kandidato Nr. sąraše,Kandidato vardas,Kandidato pavardė,Kandidato lytis,Kandidatą iškėlusi organizacija,Ar išrinktas?,Kiek kartų dalyvavo daugiamandatėje apygardoje,Kiek kartų dalyvavo vienmandatėje apygardoje,"Kiek kartų buvo
 išrinktas",Kada buvo išrinktas pirmą kartą,Kada buvo išrinktas paskutinį kartą
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,79,ANTANAS,VASILIUS,Vyras,Krikščionių sąjunga,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,80,MARIJONAS,BIELIAUSKAS,Vyras,Krikščionių sąjunga,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,81,GEDIMINAS,PETRAŠKA,Vyras,Krikščionių sąjunga,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,82,ALEKSEJ,IVANOV,Vyras,Krikščionių sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,83,RASA,JUOCEVIČIENĖ,Moteris,Krikščionių sąjunga,Neišrinktas,6,1,1,2007-04-04,2007-04-04
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,84,KĘSTUTIS,SKENDELIS,Vyras,Krikščionių sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,85,DAINIUS,ŠADAUSKIS,Vyras,Krikščionių sąjunga,Neišrinktas,3,3,1,2007-03-04,2007-03-04
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,86,RŪTA,PARAŽINSKIENĖ,Moteris,Krikščionių sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,88,MARIJONAS,VAICEKAUSKAS,Vyras,Krikščionių sąjunga,Neišrinktas,8,0,3,2011-02-27,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,89,JUOZAS,PELIONIS,Vyras,Krikščionių sąjunga,Neišrinktas,4,2,1,2007-03-29,2007-03-29
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,90,DAVID,URBAN,Vyras,Krikščionių sąjunga,Neišrinktas,8,0,1,2007-03-04,2007-03-04
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,91,DARIUS,MORKŪNAS,Vyras,Krikščionių sąjunga,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,92,TATJANA,OVČINIKOVA,Moteris,Krikščionių sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,93,GINTAUTAS,ANDRIŠĖNAS,Vyras,Krikščionių sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,94,DAINIUS,DRANICKAS,Vyras,Krikščionių sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,95,VALERIJUS,RADŽIULIS,Vyras,Krikščionių sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,96,JONAS,RAGINIS,Vyras,Krikščionių sąjunga,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,97,AUŠRA,ADOMAVIČIŪTĖ,Moteris,Krikščionių sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,99,SEVERINAS,MILIAUSKAS,Vyras,Krikščionių sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,100,VYTAUTAS,RIMŠA,Vyras,Krikščionių sąjunga,Neišrinktas,4,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,102,MARIUS,DAGYS,Vyras,Krikščionių sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,15,Krikščionių sąjunga,103,GINTAUTAS,VAITOŠKA,Vyras,Krikščionių sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,1,VIGILIJUS,JUKNA,Vyras,Darbo partija,Neišrinktas,4,3,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,2,VALENTINAS,BUKAUSKAS,Vyras,Darbo partija,Neišrinktas,6,5,5,2007-03-04,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,3,ANTANAS,GUOGA,Vyras,Darbo partija,Neišrinktas,2,1,1,2014-07-01,2014-07-01
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,4,MINDAUGAS,PUIDOKAS,Vyras,Darbo partija,Neišrinktas,1,2,1,2016-11-14,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,5,IEVA,KAČINSKAITĖ-URBONIENĖ,Moteris,Darbo partija,Neišrinktas,5,2,2,2011-02-27,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,6,VIKTORAS,FIODOROVAS,Vyras,Darbo partija,Neišrinktas,4,1,2,2011-02-27,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,7,VYTAUTAS,GAPŠYS,Vyras,Darbo partija,Neišrinktas,2,3,2,2008-10-12,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,8,ANDRIUS,MAZURONIS,Vyras,Darbo partija,Neišrinktas,3,5,2,2008-10-12,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,9,SAULIUS,BUCEVIČIUS,Vyras,Darbo partija,Neišrinktas,2,6,3,2007-03-04,2019-04-15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,10,PETRAS,ČIMBARAS,Vyras,Darbo partija,Neišrinktas,3,5,4,2007-03-04,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,11,LARISA,DMITRIJEVA,Moteris,Darbo partija,Neišrinktas,11,3,2,2007-03-04,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,12,AIDAS,GEDVILAS,Vyras,Darbo partija,Neišrinktas,7,2,2,2011-02-27,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,13,VIDMANTAS,KRIKŠTAPONIS,Vyras,Darbo partija,Neišrinktas,5,1,2,2015-03-22,2019-04-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,14,ARTŪRAS,SKARDŽIUS,Vyras,Darbo partija,Neišrinktas,4,6,2,2012-11-16,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,15,VAIDAS,KUZMARSKIS,Vyras,Darbo partija,Neišrinktas,4,1,4,2007-03-04,2019-04-15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,16,VAIDA,GIRAITYTĖ,Moteris,Darbo partija,Neišrinktas,6,3,4,2007-03-04,2019-04-23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,17,ALICIJA,ŠČERBAITĖ,Moteris,Darbo partija,Neišrinktas,2,4,2,2015-03-08,2019-04-12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,18,MARIJUS,VELIČKA,Vyras,Darbo partija,Neišrinktas,2,4,1,2019-04-09,2019-04-09
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,19,DARIUS,ULICKAS,Vyras,Darbo partija,Neišrinktas,7,6,5,2007-03-04,2019-04-15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,20,DANGUOLĖ,MARTINKIENĖ,Moteris,Darbo partija,Neišrinktas,3,5,4,2007-03-04,2019-04-09
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,21,SIMAS,GALDIKAS,Vyras,Darbo partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,22,INGRIDA,VENCIUVIENĖ,Moteris,Darbo partija,Neišrinktas,2,7,4,2007-03-04,2019-04-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,23,RIČARDAS,SARGŪNAS,Vyras,Darbo partija,Neišrinktas,4,6,4,2007-03-04,2019-04-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,24,RIMVYDAS,PODOLSKIS,Vyras,Darbo partija,Neišrinktas,5,4,3,2007-03-04,2015-03-22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,25,RAIMUNDAS,MARKAUSKAS,Vyras,Darbo partija,Neišrinktas,5,5,5,2007-03-04,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,26,ZITA,ŽVIKIENĖ,Moteris,Darbo partija,Neišrinktas,3,5,3,2011-02-27,2019-04-25
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,27,ANTANAS,MAKAREVIČIUS,Vyras,Darbo partija,Neišrinktas,4,6,3,2007-03-04,2015-03-08
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,28,LINAS,VITKUS,Vyras,Darbo partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,29,VITALIJUS,ŠERŠNIOVAS,Vyras,Darbo partija,Neišrinktas,2,2,1,2019-04-11,2019-04-11
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,30,JOLITA,VAICKIENĖ,Moteris,Darbo partija,Neišrinktas,5,5,5,2007-03-04,2019-04-11
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,31,SANDRA,JAKŠTIENĖ,Moteris,Darbo partija,Neišrinktas,1,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,32,JOLANTA,GAUDUTIENĖ,Moteris,Darbo partija,Neišrinktas,4,2,2,2011-02-27,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,33,SERGEJ,URSUL,Vyras,Darbo partija,Neišrinktas,3,4,3,2011-02-27,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,34,IGORIS,MALINAUSKAS,Vyras,Darbo partija,Neišrinktas,0,2,1,2019-04-17,2019-04-17
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,35,VYTAUTAS,BULKA,Vyras,Darbo partija,Neišrinktas,9,2,3,2007-03-20,2015-03-22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,36,MANTAS,STULGAITIS,Vyras,Darbo partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,37,ALĖ,POCIENĖ,Moteris,Darbo partija,Neišrinktas,4,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,38,RIČARDAS,LEKAVIČIUS,Vyras,Darbo partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,39,ALBERT,GAIDAMOVIČ,Vyras,Darbo partija,Neišrinktas,1,2,1,2017-01-27,2017-01-27
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,40,TADAS,RAČIUS,Vyras,Darbo partija,Neišrinktas,1,1,1,2019-04-23,2019-04-23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,41,LAURA,RADZEVIČIŪTĖ,Moteris,Darbo partija,Neišrinktas,2,4,1,2019-04-18,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,42,KĘSTUTIS,MAČIULIS,Vyras,Darbo partija,Neišrinktas,7,1,4,2007-03-04,2019-04-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,43,VALDAS,SKARBALIUS,Vyras,Darbo partija,Neišrinktas,0,4,1,2012-11-16,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,44,TOMAS,BURKAUSKAS,Vyras,Darbo partija,Neišrinktas,3,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,45,TAUTVYDAS,ŽEMAITIS,Vyras,Darbo partija,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,46,SERGEJ,POPOV,Vyras,Darbo partija,Neišrinktas,3,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,47,AUŠRA,DEGUTYTĖ,Moteris,Darbo partija,Neišrinktas,3,3,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,48,VITALIJUS,JAROŠČENKA,Vyras,Darbo partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,49,FELIKSAS,PETRAUSKAS,Vyras,Darbo partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,50,OLGA,GORŠKOVA,Moteris,Darbo partija,Neišrinktas,9,1,1,2011-02-27,2011-02-27
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,51,ROBERTAS,STANIONIS,Vyras,Darbo partija,Neišrinktas,5,3,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,52,VAIDAS,PAVILONIS,Vyras,Darbo partija,Neišrinktas,6,1,2,2011-02-27,2015-07-09
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,53,GINTAUTAS,SODAITIS,Vyras,Darbo partija,Neišrinktas,2,3,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,54,ALVIDAS,MEIŠTAS,Vyras,Darbo partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,55,DANIELIUS,KUPRYS,Vyras,Darbo partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,56,ALFONSAS,MORKVĖNAS,Vyras,Darbo partija,Neišrinktas,2,2,1,2019-04-25,2019-04-25
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,57,EVALDAS,KONDROTAS,Vyras,Darbo partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,58,RASA,IVANAUSKIENĖ,Moteris,Darbo partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,59,ALVYDAS,GUDUNAVIČIUS,Vyras,Darbo partija,Neišrinktas,2,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,60,GIEDRIUS,BINDZA,Vyras,Darbo partija,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,61,JOLANTA,STANISLOVAITIENĖ,Moteris,Darbo partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,62,VYTAUTAS,MAZRIMAS,Vyras,Darbo partija,Neišrinktas,3,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,63,VILIUS,KRIVICKAS,Vyras,Darbo partija,Neišrinktas,1,1,1,2019-04-23,2019-04-23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,64,ANDRIUS,SAVEIKIS,Vyras,Darbo partija,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,65,MINDAUGAS,KUKLIERIUS,Vyras,Darbo partija,Neišrinktas,2,3,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,66,SANTA,KAIRIENĖ,Moteris,Darbo partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,67,ALEKSANDR,VORONOV,Vyras,Darbo partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,68,VILIUS,MARTUSEVIČIUS,Vyras,Darbo partija,Neišrinktas,1,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,69,EDMUNDAS,VAITEKŪNAS,Vyras,Darbo partija,Neišrinktas,2,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,70,ANTANAS,BURINSKAS,Vyras,Darbo partija,Neišrinktas,6,2,4,2007-03-04,2019-04-10
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,71,RIMANTAS,ADOMAITIS,Vyras,Darbo partija,Neišrinktas,6,0,3,2011-02-27,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,72,RIMA,ZABLACKIENĖ,Moteris,Darbo partija,Neišrinktas,4,4,4,2007-03-04,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,73,SERGEJ,DMITRIJEV,Vyras,Darbo partija,Neišrinktas,10,4,3,2007-03-04,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,74,INGRIDA,VOLOSOVA,Moteris,Darbo partija,Neišrinktas,4,0,2,2015-05-05,2019-04-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,75,GELENA,DRUNGILIENĖ,Moteris,Darbo partija,Neišrinktas,4,2,1,2015-06-25,2015-06-25
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,76,LINA,POCIUVIENĖ,Moteris,Darbo partija,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,77,MARTYNAS,MAULĖ,Vyras,Darbo partija,Neišrinktas,3,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,78,VAIDĖ,SAKALAUSKIENĖ,Moteris,Darbo partija,Neišrinktas,5,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,80,KĘSTUTIS,ĄŽUOLAS,Vyras,Darbo partija,Neišrinktas,2,1,1,2015-03-08,2015-03-08
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,81,RAJA,KRUPENINA,Moteris,Darbo partija,Neišrinktas,7,1,4,2007-03-20,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,82,VAIDAS,GINTAUTAS,Vyras,Darbo partija,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,83,ALGIS,GRUBLYS,Vyras,Darbo partija,Neišrinktas,5,0,4,2007-03-23,2019-04-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,84,ALGIRDAS,URBELIS,Vyras,Darbo partija,Neišrinktas,6,0,1,2011-02-27,2011-02-27
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,85,IRENA,BINEVIČIENĖ,Moteris,Darbo partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,86,DANUTA,JURŠEVIČIENĖ,Moteris,Darbo partija,Neišrinktas,4,0,1,2019-04-12,2019-04-12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,87,ALFREDAS,ASTIKAS,Vyras,Darbo partija,Neišrinktas,5,4,4,2007-03-04,2019-04-15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,88,EDVINAS,KOMPARSKAS,Vyras,Darbo partija,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,89,DINARA,GUDAITIENĖ,Moteris,Darbo partija,Neišrinktas,3,2,1,2015-03-22,2015-03-22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,90,BOŽENA,KALANTIENĖ,Moteris,Darbo partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,91,GINTARAS,STEPONĖNAS,Vyras,Darbo partija,Neišrinktas,6,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,92,LIUDVIKAS,DŪDA,Vyras,Darbo partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,93,EGIDIJUS,RAUDYS,Vyras,Darbo partija,Neišrinktas,7,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,94,ELIJUS,VAINAUSKAS,Vyras,Darbo partija,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,95,GŽEGOŽ,DZISEVIČ,Vyras,Darbo partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,16,Darbo partija,96,DARIUS,KONDROTAS,Vyras,Darbo partija,Neišrinktas,2,0,0,,
